From Molecule(s)	Relationship Type	To Molecule(s)	Catalyst(s)	
APC/APC2	activation	Gsk3		
APC/APC2	regulation of binding	APC/APC2		
CK1	activation	LRP6		
CK1	protein-protein interactions	Gsk3		
Dishevelled	activation	Gsk3		
Dishevelled	activation	Wnt		
Dishevelled	protein-protein interactions	APC/APC2		
Dishevelled	protein-protein interactions	Frizzled		
Frizzled	activation	Dishevelled		
Frizzled	activation	Frizzled		
Frizzled	activation	Gsk3		
Frizzled	phosphorylation	Dishevelled		
Frizzled	protein-protein interactions	Dishevelled		
Frizzled	protein-protein interactions	LRP		
Frizzled	protein-protein interactions	LRP6		
Frizzled	protein-protein interactions	Wnt		
Frizzled	regulation of binding	Frizzled		
Gsk3	activation	APC/APC2		
Gsk3	inhibition	Gsk3		
Gsk3	phosphorylation	APC/APC2		
Gsk3	phosphorylation	LRP6		
KRTAP4-2	protein-protein interactions	KRTAP10-11		
KRTAP9-2	protein-protein interactions	KRTAP10-11		
KRTAP9-2	protein-protein interactions	KRTAP4-2		
KRTAP9-2	protein-protein interactions	KRTAP4-7		
KRTAP9-2	protein-protein interactions	KRTAP9-2		
LCE1B	protein-protein interactions	KRTAP4-2		
LCE1B	protein-protein interactions	KRTAP9-2		
LCE2A	protein-protein interactions	KRTAP4-2		
LCE2A	protein-protein interactions	KRTAP9-2		
LCE4A	protein-protein interactions	KRTAP4-2		
LCE4A	protein-protein interactions	KRTAP9-2		
LRP	membership	LRP10		
LRP	membership	LRP2		
LRP	membership	LRP3		
LRP	membership	LRP6		
LRP2	molecular cleavage	LRP2		
LRP6	expression	LRP6		
LRP6	protein-protein interactions	Frizzled		
LRP6	protein-protein interactions	LRP6		
MEOX2	expression	LRP		
MEOX2	molecular cleavage	MEOX2		
MEOX2	protein-protein interactions	KRTAP10-11		
MEOX2	protein-protein interactions	KRTAP12-1		
MEOX2	protein-protein interactions	KRTAP12-4		
MEOX2	protein-protein interactions	KRTAP4-2		
MEOX2	protein-protein interactions	KRTAP4-7		
MEOX2	protein-protein interactions	KRTAP9-2		
MEOX2	protein-protein interactions	LCE1B		
MEOX2	protein-protein interactions	LCE2A		
MEOX2	protein-protein interactions	LCE4A		
MESDC1	protein-protein interactions	LRP6		
MTDH	expression	mir-182		
MTDH	expression	mir-19		
MTDH	expression	mir-340		
MTMR10	protein-protein interactions	MEOX2		
NLGN3	protein-protein interactions	MEOX2		
NRXN2	protein-protein interactions	NLGN1		
NRXN2	protein-protein interactions	NLGN2		
NRXN2	protein-protein interactions	NLGN3		
NXPH1	protein-protein interactions	NRXN2		
Secretase gamma	localization	LRP		
Secretase gamma	molecular cleavage	LRP2		
Secretase gamma	molecular cleavage	NLGN1		
Secretase gamma	regulation of binding	Secretase gamma		
VLDL	activation	LRP		
VLDL	phosphorylation	LRP		
VLDL	protein-protein interactions	LRP2		
Wnt	activation	CK1		
Wnt	activation	Frizzled		
Wnt	activation	Gsk3		
Wnt	activation	LRP6		
Wnt	expression	Gsk3		
Wnt	inhibition	Gsk3		
Wnt	localization	Dishevelled		
Wnt	protein-protein interactions	Frizzled		
Wnt	protein-protein interactions	LRP6		
Wnt	regulation of binding	Frizzled		
mir-135	expression	APC/APC2		
mir-182	expression	LRP6		
mir-182	expression	NLGN2		
mir-19	RNA-RNA interactions: microRNA targeting	LRP6		
mir-19	expression	LRP6		
