From Molecule(s)	Relationship Type	To Molecule(s)	Catalyst(s)	
ADRBK1	activation	ADRBK1		
ADRBK1	inhibition	ADRBK1		
CCDC155	protein-protein interactions	ABHD1		
CCDC155	protein-protein interactions	BET1		
CLDN1	protein-protein interactions	CLDN1		
CLDN1	protein-protein interactions	CLDN5		
CLDN3	protein-protein interactions	CLDN1		
CLDN4	expression	CLDN1		
CLDN4	localization	CLDN1		
CLDN4	protein-protein interactions	CLDN1		
CLDN5	protein-protein interactions	CLDN3		
CLDN5	protein-protein interactions	CLDN5		
CLDN6	expression	CLDN1		
CLDN6	expression	CLDN10		
CLDN6	expression	CLDN11		
CLDN6	expression	CLDN3		
CLDN6	expression	CLDN4		
CLDN6	expression	CLDN5		
CLDN6	expression	CLDN7		
CLDN6	expression	CLDN8		
CLDN6	localization	CLDN10		
CLDN6	localization	CLDN11		
CLDN6	localization	CLDN18		
CLDN7	expression	DPM3		
CLDN7	expression	FADS3		
CLDN7	expression	FOLR3		
CLDN7	protein-protein interactions	CLDN1		
CLDN7	regulation of binding	CLDN1		
CLDN8	protein-protein interactions	CCDC155		
CLDN8	protein-protein interactions	CLDN4		
EDEM1	protein-protein interactions	ASGR1		
EDEM1	protein-protein interactions	Alpha 1 antitrypsin		
FIS1	protein-protein interactions	CCDC155		
FIS1	protein-protein interactions	FIS1		
FIS1	ubiquitination	FIS1		
GDAP1	protein-protein interactions	FIS1		
GPATCH4	protein-protein interactions	ADARB2		
GPATCH4	protein-protein interactions	CCDC155		
GPATCH4	protein-protein interactions	CHCHD1		
JAGN1	protein-protein interactions	CCDC155		
KCNIP3	expression	EDEM1		
KCNIP3	protein-protein interactions	ADRBK1		
KCNIP3	protein-protein interactions	CD177		
KCNIP3	protein-protein interactions	FIS1		
KCNIP3	protein-protein interactions	KCNIP3		
cldn	membership	CLDN1		
cldn	membership	CLDN10		
cldn	membership	CLDN11		
cldn	membership	CLDN17		
cldn	membership	CLDN18		
cldn	membership	CLDN20		
cldn	membership	CLDN22		
cldn	membership	CLDN23		
cldn	membership	CLDN24		
cldn	membership	CLDN3		
cldn	membership	CLDN4		
cldn	membership	CLDN5		
cldn	membership	CLDN6		
cldn	membership	CLDN7		
cldn	membership	CLDN8		
cldn	membership	CLDN9		
cldn	protein-protein interactions	cldn		
