From Molecule(s)	Relationship Type	To Molecule(s)	Catalyst(s)	
CMAS	protein-protein interactions	CMAS		
DDX54	transcription	ERBB2		
DECR1	expression	ERBB2		
DECR1	protein-protein interactions	DECR1		
DZIP3	protein-protein interactions	DZIP3		
EEA1	protein-protein interactions	EEA1		
ERBB2	activation	CHP2		
ERBB2	activation	ERBB2		
ERBB2	expression	CCDC80		
ERBB2	expression	CDON		
ERBB2	expression	CHCHD10		
ERBB2	expression	CMAS		
ERBB2	expression	CNTD1		
ERBB2	expression	CRIP1		
ERBB2	expression	DECR1		
ERBB2	expression	DHRS7		
ERBB2	expression	EMP3		
ERBB2	expression	ERBB2		
ERBB2	expression	FRRS1		
ERBB2	expression	GDPD3		
ERBB2	expression	GOLPH3		
ERBB2	expression	GPAA1		
ERBB2	expression	GSPT2		
ERBB2	expression	GYG1		
ERBB2	expression	H6PD		
ERBB2	expression	HES2		
ERBB2	expression	IRX3		
ERBB2	localization	EPPK1		
ERBB2	molecular cleavage	ERBB2		
ERBB2	phosphorylation	CHP2		
ERBB2	phosphorylation	ERBB2		
ERBB2	protein-protein interactions	BAIAP3		
ERBB2	protein-protein interactions	CRK/CRKL		
ERBB2	protein-protein interactions	EEA1		
ERBB2	protein-protein interactions	ERBB2		
ERBB2	regulation of binding	ERBB2		
ERBB2	transcription	ADAMTS16		
ERBB2	transcription	ASPM		
ERBB2	transcription	CAPN15		
ERBB2	transcription	CDC42SE1		
ERBB2	transcription	DZIP3		
ERBB2	transcription	ESPL1		
ERBB2	ubiquitination	ERBB2		
ESPL1	protein-protein interactions	DECR1		
ESPL1	protein-protein interactions	ESPL1		
GOLPH3	protein-protein interactions	C3orf58		
GOLPH3L	protein-protein interactions	C3orf58		
HES3	expression	GOLPH3		
HIST1H2AB	protein-protein interactions	DZIP3		
