From Molecule(s)	Relationship Type	To Molecule(s)	Catalyst(s)	
ERK	activation	ERK		
ERK	activation	JINK1/2		
ERK	activation	MKNK2		
ERK	activation	NCF4		
ERK	expression	MS4A1		
ERK	localization	ERK		
ERK	membership	MAPK15		
ERK	phosphorylation	ERK		
ERK	phosphorylation	NCF4		
ERK	protein-protein interactions	MKNK2		
ERK	regulation of binding	ERK		
ERK	regulation of binding	RNA polymerase iii		
ERK	translocation	NCF4		
JINK1/2	translocation	JINK1/2		
JIP1/2/3	membership	MAPK8IP1		
JIP1/2/3	membership	MAPK8IP2		
JIP1/2/3	membership	MAPK8IP3		
KLC1	protein-protein interactions	MAPK8IP1		
KLRB1	activation	ERK		
KLRB1	protein-protein interactions	KLRB1		
KLRB1	regulation of binding	KLRB1		
KSR2	activation	ERK		
KSR2	phosphorylation	ERK		
KSR2	protein-protein interactions	ERK		
LOXL1	activation	ERK		
LRP8	protein-protein interactions	JIP1/2/3		
LRP8	regulation of binding	LRP8		
LRRFIP1	activation	ERK		
LRRFIP1	phosphorylation	ERK		
MAP2K2	activation	ERK		
MAP2K2	phosphorylation	ERK		
MAP2K2	protein-protein interactions	MAP2K2		
MAP2K4/7	activation	JINK1/2		
MAP2K4/7	activation	MAP3K10		
MAP2K4/7	phosphorylation	JINK1/2		
MAP2K4/7	protein-protein interactions	JINK1/2		
MAP2K4/7	protein-protein interactions	JIP1/2/3		
MAP2K5	protein-protein interactions	MAP2K5		
MAP2K5	regulation of binding	MAP2K5		
MAP3K	activation	MAP2K2		
MAP3K	activation	MAP2K4/7		
MAP3K	activation	MAP2K5		
MAP3K	membership	MAP3K10		
MAP3K	membership	MAP3K11		
MAP3K	membership	MAP3K13		
MAP3K	phosphorylation	MAP2K4/7		
MAP3K	phosphorylation	MAP2K5		
MAP3K	protein-protein interactions	MAP2K5		
MAP3K	transcription	LHB		
MAP3K10	activation	MAP2K4/7		
MAP3K10	activation	MAP3K		
MAP3K10	expression	MAP3K11		
MAP3K10	expression	MAPK8IP1		
MAP3K10	phosphorylation	MAP2K4/7		
MAP3K10	protein-protein interactions	MAP3K10		
MAP3K10	protein-protein interactions	MAPK8IP1		
MAP3K11	activation	ERK		
MAP3K11	activation	MAP2K4/7		
MAP3K11	activation	MAP3K11		
MAP3K11	expression	MAP3K11		
MAP3K11	expression	MAPK8IP1		
MAP3K11	protein-protein interactions	MAP3K11		
MAP3K11	protein-protein interactions	MAPK8IP1		
MAP3K13	activation	MAP2K4/7		
MAP3K13	phosphorylation	MAP2K4/7		
MAP3K13	protein-protein interactions	MAP3K13		
MAPK15	ubiquitination	MAPK15		
MAPK8IP1	activation	JINK1/2		
MAPK8IP1	expression	MAPK8IP1		
MAPK8IP1	molecular cleavage	MAPK8IP1		
MAPK8IP1	protein-protein interactions	KLC1		
MAPK8IP1	protein-protein interactions	LRP8		
MAPK8IP1	protein-protein interactions	MAP3K10		
MAPK8IP1	protein-protein interactions	MAP3K11		
MAPK8IP1	protein-protein interactions	MAP3K13		
MAPK8IP1	protein-protein interactions	MAPK8IP1		
MAPK8IP1	protein-protein interactions	MAPK8IP2		
MAPK8IP1	regulation of binding	KLC1		
MAPK8IP1	regulation of binding	MAP3K11		
MAPK8IP1	regulation of binding	MAPK8IP1		
MAPK8IP2	protein-protein interactions	KIFC2		
MAPK8IP2	protein-protein interactions	KLC1		
MAPK8IP2	protein-protein interactions	LEFTY2		
MAPK8IP2	protein-protein interactions	LRP8		
MAPK8IP2	protein-protein interactions	MAP3K10		
MAPK8IP2	protein-protein interactions	MAP3K11		
MAPK8IP2	protein-protein interactions	MAPK8IP1		
MAPK8IP2	protein-protein interactions	MAPK8IP2		
MAPK8IP2	regulation of binding	MAP3K11		
MAPK8IP2	regulation of binding	MAPK8IP2		
MAPK8IP3	activation	ERK		
MAPK8IP3	activation	MAPK8IP3		
MAPK8IP3	expression	JINK1/2		
MAPK8IP3	phosphorylation	MAPK8IP3		
MAPK8IP3	protein-protein interactions	KLC1		
MAPK8IP3	protein-protein interactions	MAP3K11		
MAPK8IP3	protein-protein interactions	MAPK8IP1		
MAPK8IP3	protein-protein interactions	MAPK8IP2		
MAPK8IP3	protein-protein interactions	MAPK8IP3		
MAPK8IP3	regulation of binding	KLC1		
MKNK2	protein-protein interactions	ERK		
MKNK2	protein-protein interactions	MAP2K2		
MKNK2	protein-protein interactions	MKNK2		
MLK	activation	MAP2K4/7		
MLK	membership	MAP3K10		
MLK	membership	MAP3K11		
MLK	phosphorylation	MAP2K4/7		
MLK	protein-protein interactions	MAPK8IP1		
MLK	protein-protein interactions	MAPK8IP3		
MS4A1	protein-protein interactions	MS4A1		
MS4A1	regulation of binding	MS4A1		
NASP	activation	ERK		
NASP	phosphorylation	ERK		
NCF4	regulation of binding	NCF4		
NCF4	translocation	NCF4		
RNA polymerase iii	expression	MIR4499		
RNA polymerase iii	expression	mir-1909		
RNA polymerase iii	expression	mir-3130		
SMAD1/5	expression	ERK		
mir-203	activation	ERK		
mir-203	phosphorylation	ERK		
mir-22	activation	ERK		
mir-22	expression	SMAD1/5		
mir-22	phosphorylation	ERK		
